Digit,Precision,Recall,F1,MCC

0,0.9699570815450643,0.8932806324110671,0.9300411522633745,0.9221815280976876

1,0.6923076923076923,0.9086538461538461,0.7858627858627859,0.7684791946639385

2,0.7732558139534884,0.6333333333333333,0.6963350785340314,0.6711987018364025

3,0.6552901023890785,0.8275862068965517,0.7314285714285714,0.7009797601399631

4,0.7477064220183486,0.7616822429906542,0.7546296296296297,0.7274073484703905

5,0.751131221719457,0.7033898305084746,0.7264770240700219,0.6946257102334934

6,0.85,0.8415841584158416,0.845771144278607,0.8299596634178753

7,0.8505747126436781,0.7326732673267327,0.7872340425531914,0.7696350574098373

8,0.5145228215767634,0.6424870466321243,0.5714285714285713,0.5282111375557352

9,0.6370370370370371,0.4095238095238095,0.4985507246376811,0.4704635353945491

Confusion Matrix,
[226.   0.   4.   0.   0.   0.   0.   1.  15.   7.],
[  0. 189.   7.   8.   0.   2.   0.   0.   1.   1.],
[  2.   7. 133.  24.   0.   1.   0.  23.  14.   6.],
[  0.   8.  12. 192.   0.   8.   0.   2.   4.   6.],
[  0.   3.   0.   1. 163.   9.   0.   0.  22.  16.],
[  1.   1.   1.  22.   2. 166.  26.   0.  17.   0.],
[  4.   0.   0.   0.   0.  15. 170.   0.   9.   4.],
[  0.   8.   2.  24.   2.   0.   0. 148.  11.   7.],
[  0.  31.   3.   7.   3.  20.   3.   0. 124.   2.],
[ 0. 26. 10. 15. 48.  0.  1.  0. 24. 86.]

Total MCC,

0.7555124936068382

